,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,DONGTAN
4699,2020-03-03 05:00:00,2020,3,3,0,5,0,94
4700,2020-03-03 06:00:00,2020,3,3,0,6,1,93
4701,2020-03-03 07:00:00,2020,3,3,0,7,1,108
4702,2020-03-03 08:00:00,2020,3,3,0,8,1,111
4703,2020-03-03 09:00:00,2020,3,3,0,9,1,104
4704,2020-03-03 10:00:00,2020,3,3,0,10,1,95
4705,2020-03-03 11:00:00,2020,3,3,0,11,1,82
4706,2020-03-03 12:00:00,2020,3,3,0,12,2,73
4707,2020-03-03 13:00:00,2020,3,3,0,13,2,74
4708,2020-03-03 14:00:00,2020,3,3,0,14,2,72
4709,2020-03-03 15:00:00,2020,3,3,0,15,2,75
4710,2020-03-03 16:00:00,2020,3,3,0,16,2,73
4711,2020-03-03 17:00:00,2020,3,3,0,17,2,76
4712,2020-03-03 18:00:00,2020,3,3,0,18,3,82
4713,2020-03-03 19:00:00,2020,3,3,0,19,3,99
4714,2020-03-03 20:00:00,2020,3,3,0,20,3,118
4715,2020-03-03 21:00:00,2020,3,3,0,21,3,124
4716,2020-03-03 22:00:00,2020,3,3,0,22,3,133
4717,2020-03-03 23:00:00,2020,3,3,0,23,3,133
4718,2020-03-04 00:00:00,2020,3,4,0,0,0,133
4719,2020-03-04 01:00:00,2020,3,4,0,1,0,115
4720,2020-03-04 02:00:00,2020,3,4,0,2,0,107
4721,2020-03-04 03:00:00,2020,3,4,0,3,0,104
4722,2020-03-04 04:00:00,2020,3,4,0,4,0,99
4723,2020-03-04 05:00:00,2020,3,4,0,5,0,92
4724,2020-03-04 06:00:00,2020,3,4,0,6,1,96
4725,2020-03-04 07:00:00,2020,3,4,0,7,1,104
4726,2020-03-04 08:00:00,2020,3,4,0,8,1,110
4727,2020-03-04 09:00:00,2020,3,4,0,9,1,106
4728,2020-03-04 10:00:00,2020,3,4,0,10,1,92
4729,2020-03-04 11:00:00,2020,3,4,0,11,1,92
4730,2020-03-04 12:00:00,2020,3,4,0,12,2,88
4731,2020-03-04 13:00:00,2020,3,4,0,13,2,84
4732,2020-03-04 14:00:00,2020,3,4,0,14,2,87
4733,2020-03-04 15:00:00,2020,3,4,0,15,2,86
4734,2020-03-04 16:00:00,2020,3,4,0,16,2,82
4735,2020-03-04 17:00:00,2020,3,4,0,17,2,86
4736,2020-03-04 18:00:00,2020,3,4,0,18,3,96
4737,2020-03-04 19:00:00,2020,3,4,0,19,3,110
4738,2020-03-04 20:00:00,2020,3,4,0,20,3,126
4739,2020-03-04 21:00:00,2020,3,4,0,21,3,134
4740,2020-03-04 22:00:00,2020,3,4,0,22,3,138
4741,2020-03-04 23:00:00,2020,3,4,0,23,3,135
4742,2020-03-05 00:00:00,2020,3,5,0,0,0,130
4743,2020-03-05 01:00:00,2020,3,5,0,1,0,120
4744,2020-03-05 02:00:00,2020,3,5,0,2,0,115
4745,2020-03-05 03:00:00,2020,3,5,0,3,0,114
4746,2020-03-05 04:00:00,2020,3,5,0,4,0,113
4747,2020-03-05 05:00:00,2020,3,5,0,5,0,112
4748,2020-03-05 06:00:00,2020,3,5,0,6,1,114
4749,2020-03-05 07:00:00,2020,3,5,0,7,1,119
4750,2020-03-05 08:00:00,2020,3,5,0,8,1,125
4751,2020-03-05 09:00:00,2020,3,5,0,9,1,117
4752,2020-03-05 10:00:00,2020,3,5,0,10,1,108
4753,2020-03-05 11:00:00,2020,3,5,0,11,1,101
4754,2020-03-05 12:00:00,2020,3,5,0,12,2,100
4755,2020-03-05 13:00:00,2020,3,5,0,13,2,96
4756,2020-03-05 14:00:00,2020,3,5,0,14,2,86
4757,2020-03-05 15:00:00,2020,3,5,0,15,2,82
4758,2020-03-05 16:00:00,2020,3,5,0,16,2,77
4759,2020-03-05 17:00:00,2020,3,5,0,17,2,79
4760,2020-03-05 18:00:00,2020,3,5,0,18,3,82
4761,2020-03-05 19:00:00,2020,3,5,0,19,3,92
4762,2020-03-05 20:00:00,2020,3,5,0,20,3,107
4763,2020-03-05 21:00:00,2020,3,5,0,21,3,113
4764,2020-03-05 22:00:00,2020,3,5,0,22,3,123
4765,2020-03-05 23:00:00,2020,3,5,0,23,3,121
4766,2020-03-06 00:00:00,2020,3,6,0,0,0,113
4767,2020-03-06 01:00:00,2020,3,6,0,1,0,115
4768,2020-03-06 02:00:00,2020,3,6,0,2,0,120
4769,2020-03-06 03:00:00,2020,3,6,0,3,0,116
4770,2020-03-06 04:00:00,2020,3,6,0,4,0,115
4771,2020-03-06 05:00:00,2020,3,6,0,5,0,116
4772,2020-03-06 06:00:00,2020,3,6,0,6,1,112
4773,2020-03-06 07:00:00,2020,3,6,0,7,1,121
4774,2020-03-06 08:00:00,2020,3,6,0,8,1,126
4775,2020-03-06 09:00:00,2020,3,6,0,9,1,114
4776,2020-03-06 10:00:00,2020,3,6,0,10,1,97
4777,2020-03-06 11:00:00,2020,3,6,0,11,1,88
4778,2020-03-06 12:00:00,2020,3,6,0,12,2,82
4779,2020-03-06 13:00:00,2020,3,6,0,13,2,78
4780,2020-03-06 14:00:00,2020,3,6,0,14,2,70
4781,2020-03-06 15:00:00,2020,3,6,0,15,2,63
4782,2020-03-06 16:00:00,2020,3,6,0,16,2,85
4783,2020-03-06 17:00:00,2020,3,6,0,17,2,46
4784,2020-03-06 18:00:00,2020,3,6,0,18,3,74
4785,2020-03-06 19:00:00,2020,3,6,0,19,3,85
4786,2020-03-06 20:00:00,2020,3,6,0,20,3,100
4787,2020-03-06 21:00:00,2020,3,6,0,21,3,110
4788,2020-03-06 22:00:00,2020,3,6,0,22,3,111
4789,2020-03-06 23:00:00,2020,3,6,0,23,3,113
4790,2020-03-07 00:00:00,2020,3,7,0,0,0,112
4791,2020-03-07 01:00:00,2020,3,7,0,1,0,105
4792,2020-03-07 02:00:00,2020,3,7,0,2,0,104
4793,2020-03-07 03:00:00,2020,3,7,0,3,0,102
4794,2020-03-07 04:00:00,2020,3,7,0,4,0,98
4795,2020-03-07 05:00:00,2020,3,7,0,5,0,99
4796,2020-03-07 06:00:00,2020,3,7,0,6,1,99
4797,2020-03-07 07:00:00,2020,3,7,0,7,1,102
4798,2020-03-07 08:00:00,2020,3,7,0,8,1,98
4799,2020-03-07 09:00:00,2020,3,7,0,9,1,98
4800,2020-03-07 10:00:00,2020,3,7,0,10,1,103
4801,2020-03-07 11:00:00,2020,3,7,0,11,1,97
4802,2020-03-07 12:00:00,2020,3,7,0,12,2,89
4803,2020-03-07 13:00:00,2020,3,7,0,13,2,82
4804,2020-03-07 14:00:00,2020,3,7,0,14,2,78
4805,2020-03-07 15:00:00,2020,3,7,0,15,2,72
4806,2020-03-07 16:00:00,2020,3,7,0,16,2,71
4807,2020-03-07 17:00:00,2020,3,7,0,17,2,72
4808,2020-03-07 18:00:00,2020,3,7,0,18,3,81
4809,2020-03-07 19:00:00,2020,3,7,0,19,3,95
4810,2020-03-07 20:00:00,2020,3,7,0,20,3,110
4811,2020-03-07 21:00:00,2020,3,7,0,21,3,114
4812,2020-03-07 22:00:00,2020,3,7,0,22,3,116
4813,2020-03-07 23:00:00,2020,3,7,0,23,3,116
4814,2020-03-08 00:00:00,2020,3,8,0,0,0,111
4815,2020-03-08 01:00:00,2020,3,8,0,1,0,106
4816,2020-03-08 02:00:00,2020,3,8,0,2,0,102
4817,2020-03-08 03:00:00,2020,3,8,0,3,0,97
4818,2020-03-08 04:00:00,2020,3,8,0,4,0,95
4819,2020-03-08 05:00:00,2020,3,8,0,5,0,96
4820,2020-03-08 06:00:00,2020,3,8,0,6,1,97
4821,2020-03-08 07:00:00,2020,3,8,0,7,1,97
4822,2020-03-08 08:00:00,2020,3,8,0,8,1,100
4823,2020-03-08 09:00:00,2020,3,8,0,9,1,89
4824,2020-03-08 10:00:00,2020,3,8,0,10,1,85
4825,2020-03-08 11:00:00,2020,3,8,0,11,1,82
4826,2020-03-08 12:00:00,2020,3,8,0,12,2,79
4827,2020-03-08 13:00:00,2020,3,8,0,13,2,74
4828,2020-03-08 14:00:00,2020,3,8,0,14,2,66
4829,2020-03-08 15:00:00,2020,3,8,0,15,2,61
4830,2020-03-08 16:00:00,2020,3,8,0,16,2,59
4831,2020-03-08 17:00:00,2020,3,8,0,17,2,59
4832,2020-03-08 18:00:00,2020,3,8,0,18,3,69
4833,2020-03-08 19:00:00,2020,3,8,0,19,3,84
4834,2020-03-08 20:00:00,2020,3,8,0,20,3,98
4835,2020-03-08 21:00:00,2020,3,8,0,21,3,110
4836,2020-03-08 22:00:00,2020,3,8,0,22,3,110
4837,2020-03-08 23:00:00,2020,3,8,0,23,3,104
4838,2020-03-09 00:00:00,2020,3,9,0,0,0,97
4839,2020-03-09 01:00:00,2020,3,9,0,1,0,92
4840,2020-03-09 02:00:00,2020,3,9,0,2,0,96
4841,2020-03-09 03:00:00,2020,3,9,0,3,0,90
4842,2020-03-09 04:00:00,2020,3,9,0,4,0,87
4843,2020-03-09 05:00:00,2020,3,9,0,5,0,85
4844,2020-03-09 06:00:00,2020,3,9,0,6,1,84
4845,2020-03-09 07:00:00,2020,3,9,0,7,1,99
4846,2020-03-09 08:00:00,2020,3,9,0,8,1,105
4847,2020-03-09 09:00:00,2020,3,9,0,9,1,98
4848,2020-03-09 10:00:00,2020,3,9,0,10,1,85
4849,2020-03-09 11:00:00,2020,3,9,0,11,1,74
4850,2020-03-09 12:00:00,2020,3,9,0,12,2,68
4851,2020-03-09 13:00:00,2020,3,9,0,13,2,61
4852,2020-03-09 14:00:00,2020,3,9,0,14,2,58
4853,2020-03-09 15:00:00,2020,3,9,0,15,2,56
4854,2020-03-09 16:00:00,2020,3,9,0,16,2,56
4855,2020-03-09 17:00:00,2020,3,9,0,17,2,59
4856,2020-03-09 18:00:00,2020,3,9,0,18,3,67
4857,2020-03-09 19:00:00,2020,3,9,0,19,3,83
4858,2020-03-09 20:00:00,2020,3,9,0,20,3,93
4859,2020-03-09 21:00:00,2020,3,9,0,21,3,99
4860,2020-03-09 22:00:00,2020,3,9,0,22,3,105
4861,2020-03-09 23:00:00,2020,3,9,0,23,3,107
4862,2020-03-10 00:00:00,2020,3,10,0,0,0,93
4863,2020-03-10 01:00:00,2020,3,10,0,1,0,82
4864,2020-03-10 02:00:00,2020,3,10,0,2,0,77
4865,2020-03-10 03:00:00,2020,3,10,0,3,0,73
4866,2020-03-10 04:00:00,2020,3,10,0,4,0,71
4867,2020-03-10 05:00:00,2020,3,10,0,5,0,73
4868,2020-03-10 06:00:00,2020,3,10,0,6,1,72
4869,2020-03-10 07:00:00,2020,3,10,0,7,1,83
4870,2020-03-10 08:00:00,2020,3,10,0,8,1,98
4871,2020-03-10 09:00:00,2020,3,10,0,9,1,95
4872,2020-03-10 10:00:00,2020,3,10,0,10,1,96
4873,2020-03-10 11:00:00,2020,3,10,0,11,1,90
4874,2020-03-10 12:00:00,2020,3,10,0,12,2,85
4875,2020-03-10 13:00:00,2020,3,10,0,13,2,83
4876,2020-03-10 14:00:00,2020,3,10,0,14,2,85
4877,2020-03-10 15:00:00,2020,3,10,0,15,2,86
4878,2020-03-10 16:00:00,2020,3,10,0,16,2,90
4879,2020-03-10 17:00:00,2020,3,10,0,17,2,94
4880,2020-03-10 18:00:00,2020,3,10,0,18,3,103
4881,2020-03-10 19:00:00,2020,3,10,0,19,3,107
4882,2020-03-10 20:00:00,2020,3,10,0,20,3,120
4883,2020-03-10 21:00:00,2020,3,10,0,21,3,126
4884,2020-03-10 22:00:00,2020,3,10,0,22,3,123
4885,2020-03-10 23:00:00,2020,3,10,0,23,3,131
4886,2020-03-11 00:00:00,2020,3,11,0,0,0,138
4887,2020-03-11 01:00:00,2020,3,11,0,1,0,128
4888,2020-03-11 02:00:00,2020,3,11,0,2,0,113
4889,2020-03-11 03:00:00,2020,3,11,0,3,0,106
4890,2020-03-11 04:00:00,2020,3,11,0,4,0,97
4891,2020-03-11 05:00:00,2020,3,11,0,5,0,95
4892,2020-03-11 06:00:00,2020,3,11,0,6,1,98
4893,2020-03-11 07:00:00,2020,3,11,0,7,1,104
4894,2020-03-11 08:00:00,2020,3,11,0,8,1,110
4895,2020-03-11 09:00:00,2020,3,11,0,9,1,97
4896,2020-03-11 10:00:00,2020,3,11,0,10,1,84
4897,2020-03-11 11:00:00,2020,3,11,0,11,1,83
4898,2020-03-11 12:00:00,2020,3,11,0,12,2,77
4899,2020-03-11 13:00:00,2020,3,11,0,13,2,74
4900,2020-03-11 14:00:00,2020,3,11,0,14,2,68
4901,2020-03-11 15:00:00,2020,3,11,0,15,2,70
4902,2020-03-11 16:00:00,2020,3,11,0,16,2,61
4903,2020-03-11 17:00:00,2020,3,11,0,17,2,58
4904,2020-03-11 18:00:00,2020,3,11,0,18,3,80
4905,2020-03-11 19:00:00,2020,3,11,0,19,3,97
4906,2020-03-11 20:00:00,2020,3,11,0,20,3,117
4907,2020-03-11 21:00:00,2020,3,11,0,21,3,122
4908,2020-03-11 22:00:00,2020,3,11,0,22,3,138
4909,2020-03-11 23:00:00,2020,3,11,0,23,3,116
4910,2020-03-12 00:00:00,2020,3,12,0,0,0,112
4911,2020-03-12 01:00:00,2020,3,12,0,1,0,98
4912,2020-03-12 02:00:00,2020,3,12,0,2,0,96
4913,2020-03-12 03:00:00,2020,3,12,0,3,0,96
4914,2020-03-12 04:00:00,2020,3,12,0,4,0,97
4915,2020-03-12 05:00:00,2020,3,12,0,5,0,99
4916,2020-03-12 06:00:00,2020,3,12,0,6,1,99
4917,2020-03-12 07:00:00,2020,3,12,0,7,1,113
4918,2020-03-12 08:00:00,2020,3,12,0,8,1,119
4919,2020-03-12 09:00:00,2020,3,12,0,9,1,106
4920,2020-03-12 10:00:00,2020,3,12,0,10,1,96
4921,2020-03-12 11:00:00,2020,3,12,0,11,1,85
4922,2020-03-12 12:00:00,2020,3,12,0,12,2,73
4923,2020-03-12 13:00:00,2020,3,12,0,13,2,72
4924,2020-03-12 14:00:00,2020,3,12,0,14,2,67
4925,2020-03-12 15:00:00,2020,3,12,0,15,2,61
4926,2020-03-12 16:00:00,2020,3,12,0,16,2,59
4927,2020-03-12 17:00:00,2020,3,12,0,17,2,60
4928,2020-03-12 18:00:00,2020,3,12,0,18,3,70
4929,2020-03-12 19:00:00,2020,3,12,0,19,3,87
4930,2020-03-12 20:00:00,2020,3,12,0,20,3,105
4931,2020-03-12 21:00:00,2020,3,12,0,21,3,114
4932,2020-03-12 22:00:00,2020,3,12,0,22,3,117
4933,2020-03-12 23:00:00,2020,3,12,0,23,3,113
4934,2020-03-13 00:00:00,2020,3,13,0,0,0,105
4935,2020-03-13 01:00:00,2020,3,13,0,1,0,89
4936,2020-03-13 02:00:00,2020,3,13,0,2,0,87
4937,2020-03-13 03:00:00,2020,3,13,0,3,0,84
4938,2020-03-13 04:00:00,2020,3,13,0,4,0,77
4939,2020-03-13 05:00:00,2020,3,13,0,5,0,77
4940,2020-03-13 06:00:00,2020,3,13,0,6,1,78
4941,2020-03-13 07:00:00,2020,3,13,0,7,1,92
4942,2020-03-13 08:00:00,2020,3,13,0,8,1,100
4943,2020-03-13 09:00:00,2020,3,13,0,9,1,105
4944,2020-03-13 10:00:00,2020,3,13,0,10,1,98
4945,2020-03-13 11:00:00,2020,3,13,0,11,1,89
4946,2020-03-13 12:00:00,2020,3,13,0,12,2,83
4947,2020-03-13 13:00:00,2020,3,13,0,13,2,75
4948,2020-03-13 14:00:00,2020,3,13,0,14,2,71
4949,2020-03-13 15:00:00,2020,3,13,0,15,2,69
4950,2020-03-13 16:00:00,2020,3,13,0,16,2,67
4951,2020-03-13 17:00:00,2020,3,13,0,17,2,69
4952,2020-03-13 18:00:00,2020,3,13,0,18,3,79
4953,2020-03-13 19:00:00,2020,3,13,0,19,3,97
4954,2020-03-13 20:00:00,2020,3,13,0,20,3,119
4955,2020-03-13 21:00:00,2020,3,13,0,21,3,126
4956,2020-03-13 22:00:00,2020,3,13,0,22,3,127
4957,2020-03-13 23:00:00,2020,3,13,0,23,3,123
4958,2020-03-14 00:00:00,2020,3,14,0,0,0,117
4959,2020-03-14 01:00:00,2020,3,14,0,1,0,109
4960,2020-03-14 02:00:00,2020,3,14,0,2,0,108
4961,2020-03-14 03:00:00,2020,3,14,0,3,0,102
4962,2020-03-14 04:00:00,2020,3,14,0,4,0,100
4963,2020-03-14 05:00:00,2020,3,14,0,5,0,101
4964,2020-03-14 06:00:00,2020,3,14,0,6,1,99
4965,2020-03-14 07:00:00,2020,3,14,0,7,1,104
4966,2020-03-14 08:00:00,2020,3,14,0,8,1,100
4967,2020-03-14 09:00:00,2020,3,14,0,9,1,79
4968,2020-03-14 10:00:00,2020,3,14,0,10,1,93
4969,2020-03-14 11:00:00,2020,3,14,0,11,1,90
4970,2020-03-14 12:00:00,2020,3,14,0,12,2,82
4971,2020-03-14 13:00:00,2020,3,14,0,13,2,79
4972,2020-03-14 14:00:00,2020,3,14,0,14,2,73
4973,2020-03-14 15:00:00,2020,3,14,0,15,2,70
4974,2020-03-14 16:00:00,2020,3,14,0,16,2,67
4975,2020-03-14 17:00:00,2020,3,14,0,17,2,71
4976,2020-03-14 18:00:00,2020,3,14,0,18,3,76
4977,2020-03-14 19:00:00,2020,3,14,0,19,3,86
4978,2020-03-14 20:00:00,2020,3,14,0,20,3,102
4979,2020-03-14 21:00:00,2020,3,14,0,21,3,106
4980,2020-03-14 22:00:00,2020,3,14,0,22,3,112
4981,2020-03-14 23:00:00,2020,3,14,0,23,3,117
4982,2020-03-15 00:00:00,2020,3,15,0,0,0,109
4983,2020-03-15 01:00:00,2020,3,15,0,1,0,101
4984,2020-03-15 02:00:00,2020,3,15,0,2,0,97
4985,2020-03-15 03:00:00,2020,3,15,0,3,0,92
4986,2020-03-15 04:00:00,2020,3,15,0,4,0,89
4987,2020-03-15 05:00:00,2020,3,15,0,5,0,89
4988,2020-03-15 06:00:00,2020,3,15,0,6,1,90
4989,2020-03-15 07:00:00,2020,3,15,0,7,1,92
4990,2020-03-15 08:00:00,2020,3,15,0,8,1,92
4991,2020-03-15 09:00:00,2020,3,15,0,9,1,89
4992,2020-03-15 10:00:00,2020,3,15,0,10,1,88
4993,2020-03-15 11:00:00,2020,3,15,0,11,1,93
4994,2020-03-15 12:00:00,2020,3,15,0,12,2,94
4995,2020-03-15 13:00:00,2020,3,15,0,13,2,92
4996,2020-03-15 14:00:00,2020,3,15,0,14,2,89
4997,2020-03-15 15:00:00,2020,3,15,0,15,2,85
4998,2020-03-15 16:00:00,2020,3,15,0,16,2,85
4999,2020-03-15 17:00:00,2020,3,15,0,17,2,75
5000,2020-03-15 18:00:00,2020,3,15,0,18,3,85
5001,2020-03-15 19:00:00,2020,3,15,0,19,3,103
5002,2020-03-15 20:00:00,2020,3,15,0,20,3,128
5003,2020-03-15 21:00:00,2020,3,15,0,21,3,140
5004,2020-03-15 22:00:00,2020,3,15,0,22,3,141
5005,2020-03-15 23:00:00,2020,3,15,0,23,3,136
5006,2020-03-16 00:00:00,2020,3,16,0,0,0,125
5007,2020-03-16 01:00:00,2020,3,16,0,1,0,110
5008,2020-03-16 02:00:00,2020,3,16,0,2,0,105
5009,2020-03-16 03:00:00,2020,3,16,0,3,0,100
5010,2020-03-16 04:00:00,2020,3,16,0,4,0,98
5011,2020-03-16 05:00:00,2020,3,16,0,5,0,100
5012,2020-03-16 06:00:00,2020,3,16,0,6,1,107
5013,2020-03-16 07:00:00,2020,3,16,0,7,1,116
5014,2020-03-16 08:00:00,2020,3,16,0,8,1,117
5015,2020-03-16 09:00:00,2020,3,16,0,9,1,105
5016,2020-03-16 10:00:00,2020,3,16,0,10,1,94
5017,2020-03-16 11:00:00,2020,3,16,0,11,1,87
5018,2020-03-16 12:00:00,2020,3,16,0,12,2,81
5019,2020-03-16 13:00:00,2020,3,16,0,13,2,81
5020,2020-03-16 14:00:00,2020,3,16,0,14,2,74
5021,2020-03-16 15:00:00,2020,3,16,0,15,2,71
5022,2020-03-16 16:00:00,2020,3,16,0,16,2,68
5023,2020-03-16 17:00:00,2020,3,16,0,17,2,67
5024,2020-03-16 18:00:00,2020,3,16,0,18,3,75
5025,2020-03-16 19:00:00,2020,3,16,0,19,3,95
5026,2020-03-16 20:00:00,2020,3,16,0,20,3,118
5027,2020-03-16 21:00:00,2020,3,16,0,21,3,133
5028,2020-03-16 22:00:00,2020,3,16,0,22,3,135
5029,2020-03-16 23:00:00,2020,3,16,0,23,3,128
5030,2020-03-17 00:00:00,2020,3,17,0,0,0,116
5031,2020-03-17 01:00:00,2020,3,17,0,1,0,99
5032,2020-03-17 02:00:00,2020,3,17,0,2,0,95
5033,2020-03-17 03:00:00,2020,3,17,0,3,0,90
5034,2020-03-17 04:00:00,2020,3,17,0,4,0,88
5035,2020-03-17 05:00:00,2020,3,17,0,5,0,88
5036,2020-03-17 06:00:00,2020,3,17,0,6,1,91
5037,2020-03-17 07:00:00,2020,3,17,0,7,1,98
5038,2020-03-17 08:00:00,2020,3,17,0,8,1,110
5039,2020-03-17 09:00:00,2020,3,17,0,9,1,111
5040,2020-03-17 10:00:00,2020,3,17,0,10,1,109
5041,2020-03-17 11:00:00,2020,3,17,0,11,1,109
5042,2020-03-17 12:00:00,2020,3,17,0,12,2,103
5043,2020-03-17 13:00:00,2020,3,17,0,13,2,101
5044,2020-03-17 14:00:00,2020,3,17,0,14,2,95
5045,2020-03-17 15:00:00,2020,3,17,0,15,2,82
5046,2020-03-17 16:00:00,2020,3,17,0,16,2,69
5047,2020-03-17 17:00:00,2020,3,17,0,17,2,66
5048,2020-03-17 18:00:00,2020,3,17,0,18,3,73
5049,2020-03-17 19:00:00,2020,3,17,0,19,3,85
5050,2020-03-17 20:00:00,2020,3,17,0,20,3,105
5051,2020-03-17 21:00:00,2020,3,17,0,21,3,118
5052,2020-03-17 22:00:00,2020,3,17,0,22,3,124
5053,2020-03-17 23:00:00,2020,3,17,0,23,3,123
5054,2020-03-18 00:00:00,2020,3,18,0,0,0,114
5055,2020-03-18 01:00:00,2020,3,18,0,1,0,98
5056,2020-03-18 02:00:00,2020,3,18,0,2,0,96
5057,2020-03-18 03:00:00,2020,3,18,0,3,0,93
5058,2020-03-18 04:00:00,2020,3,18,0,4,0,88
5059,2020-03-18 05:00:00,2020,3,18,0,5,0,86
5060,2020-03-18 06:00:00,2020,3,18,0,6,1,89
5061,2020-03-18 07:00:00,2020,3,18,0,7,1,103
5062,2020-03-18 08:00:00,2020,3,18,0,8,1,110
5063,2020-03-18 09:00:00,2020,3,18,0,9,1,99
5064,2020-03-18 10:00:00,2020,3,18,0,10,1,95
5065,2020-03-18 11:00:00,2020,3,18,0,11,1,83
5066,2020-03-18 12:00:00,2020,3,18,0,12,2,78
5067,2020-03-18 13:00:00,2020,3,18,0,13,2,72
5068,2020-03-18 14:00:00,2020,3,18,0,14,2,69
5069,2020-03-18 15:00:00,2020,3,18,0,15,2,64
5070,2020-03-18 16:00:00,2020,3,18,0,16,2,59
5071,2020-03-18 17:00:00,2020,3,18,0,17,2,61
5072,2020-03-18 18:00:00,2020,3,18,0,18,3,66
5073,2020-03-18 19:00:00,2020,3,18,0,19,3,78
5074,2020-03-18 20:00:00,2020,3,18,0,20,3,92
5075,2020-03-18 21:00:00,2020,3,18,0,21,3,106
5076,2020-03-18 22:00:00,2020,3,18,0,22,3,115
5077,2020-03-18 23:00:00,2020,3,18,0,23,3,110
5078,2020-03-19 00:00:00,2020,3,19,0,0,0,95
5079,2020-03-19 01:00:00,2020,3,19,0,1,0,84
5080,2020-03-19 02:00:00,2020,3,19,0,2,0,78
5081,2020-03-19 03:00:00,2020,3,19,0,3,0,75
5082,2020-03-19 04:00:00,2020,3,19,0,4,0,71
5083,2020-03-19 05:00:00,2020,3,19,0,5,0,71
5084,2020-03-19 06:00:00,2020,3,19,0,6,1,77
5085,2020-03-19 07:00:00,2020,3,19,0,7,1,86
5086,2020-03-19 08:00:00,2020,3,19,0,8,1,100
5087,2020-03-19 09:00:00,2020,3,19,0,9,1,100
5088,2020-03-19 10:00:00,2020,3,19,0,10,1,102
5089,2020-03-19 11:00:00,2020,3,19,0,11,1,85
5090,2020-03-19 12:00:00,2020,3,19,0,12,2,70
5091,2020-03-19 13:00:00,2020,3,19,0,13,2,72
5092,2020-03-19 14:00:00,2020,3,19,0,14,2,73
5093,2020-03-19 15:00:00,2020,3,19,0,15,2,69
5094,2020-03-19 16:00:00,2020,3,19,0,16,2,66
5095,2020-03-19 17:00:00,2020,3,19,0,17,2,68
5096,2020-03-19 18:00:00,2020,3,19,0,18,3,74
5097,2020-03-19 19:00:00,2020,3,19,0,19,3,91
5098,2020-03-19 20:00:00,2020,3,19,0,20,3,107
5099,2020-03-19 21:00:00,2020,3,19,0,21,3,118
5100,2020-03-19 22:00:00,2020,3,19,0,22,3,120
5101,2020-03-19 23:00:00,2020,3,19,0,23,3,111
5102,2020-03-20 00:00:00,2020,3,20,0,0,0,99
5103,2020-03-20 01:00:00,2020,3,20,0,1,0,92
5104,2020-03-20 02:00:00,2020,3,20,0,2,0,84
5105,2020-03-20 03:00:00,2020,3,20,0,3,0,82
5106,2020-03-20 04:00:00,2020,3,20,0,4,0,79
5107,2020-03-20 05:00:00,2020,3,20,0,5,0,78
5108,2020-03-20 06:00:00,2020,3,20,0,6,1,82
5109,2020-03-20 07:00:00,2020,3,20,0,7,1,92
5110,2020-03-20 08:00:00,2020,3,20,0,8,1,98
5111,2020-03-20 09:00:00,2020,3,20,0,9,1,88
5112,2020-03-20 10:00:00,2020,3,20,0,10,1,80
5113,2020-03-20 11:00:00,2020,3,20,0,11,1,73
5114,2020-03-20 12:00:00,2020,3,20,0,12,2,66
5115,2020-03-20 13:00:00,2020,3,20,0,13,2,63
5116,2020-03-20 14:00:00,2020,3,20,0,14,2,58
5117,2020-03-20 15:00:00,2020,3,20,0,15,2,51
5118,2020-03-20 16:00:00,2020,3,20,0,16,2,50
5119,2020-03-20 17:00:00,2020,3,20,0,17,2,52
5120,2020-03-20 18:00:00,2020,3,20,0,18,3,64
5121,2020-03-20 19:00:00,2020,3,20,0,19,3,77
5122,2020-03-20 20:00:00,2020,3,20,0,20,3,92
5123,2020-03-20 21:00:00,2020,3,20,0,21,3,102
5124,2020-03-20 22:00:00,2020,3,20,0,22,3,105
5125,2020-03-20 23:00:00,2020,3,20,0,23,3,102
5126,2020-03-21 00:00:00,2020,3,21,0,0,0,89
5127,2020-03-21 01:00:00,2020,3,21,0,1,0,93
5128,2020-03-21 02:00:00,2020,3,21,0,2,0,100
5129,2020-03-21 03:00:00,2020,3,21,0,3,0,92
5130,2020-03-21 04:00:00,2020,3,21,0,4,0,88
5131,2020-03-21 05:00:00,2020,3,21,0,5,0,82
5132,2020-03-21 06:00:00,2020,3,21,0,6,1,86
5133,2020-03-21 07:00:00,2020,3,21,0,7,1,88
5134,2020-03-21 08:00:00,2020,3,21,0,8,1,89
5135,2020-03-21 09:00:00,2020,3,21,0,9,1,100
5136,2020-03-21 10:00:00,2020,3,21,0,10,1,102
5137,2020-03-21 11:00:00,2020,3,21,0,11,1,86
5138,2020-03-21 12:00:00,2020,3,21,0,12,2,71
5139,2020-03-21 13:00:00,2020,3,21,0,13,2,67
5140,2020-03-21 14:00:00,2020,3,21,0,14,2,59
5141,2020-03-21 15:00:00,2020,3,21,0,15,2,52
5142,2020-03-21 16:00:00,2020,3,21,0,16,2,49
5143,2020-03-21 17:00:00,2020,3,21,0,17,2,48
5144,2020-03-21 18:00:00,2020,3,21,0,18,3,53
5145,2020-03-21 19:00:00,2020,3,21,0,19,3,68
5146,2020-03-21 20:00:00,2020,3,21,0,20,3,69
5147,2020-03-21 21:00:00,2020,3,21,0,21,3,67
5148,2020-03-21 22:00:00,2020,3,21,0,22,3,66
